Gene,scores,logfoldchanges,pvals,pvals_adj
RRS1,4.9481955,1.1758019,1.1578291101048697e-05,0.00042892264457111256
DOCK8,4.945483,1.2216303,1.45659781084249e-05,0.000511941104290681
KIF18A,4.945148,1.3543204,1.5451958314339357e-05,0.0005364074579218279
ABCE1,4.9444094,0.6957763,1.0596797523290212e-05,0.0003991961420607101
CARD11,4.941425,0.8937281,1.5736329609289796e-05,0.000542989456474597
SKP2,4.9413867,0.46163136,1.2317944452633226e-05,0.00044998069360673357
TFCP2,4.941378,0.39117187,1.3953280706132031e-05,0.0004950650898766368
ATRIP,4.939578,0.7803355,1.390425755008619e-05,0.0004938203542957412
KIR2DL4,4.938803,1.5174109,2.320044152193231e-05,0.0007346340609625515
GYPC,4.9386363,1.2479703,1.6034127438186796e-05,0.0005492588462840715
PDIA4,4.9376874,1.0590572,1.1597656124331923e-05,0.00042930384841453076
TDP1,4.937149,0.6557165,1.1274389648545214e-05,0.0004202975186002588
SERPINA10,4.936851,1.207788,1.1514154416697343e-05,0.00042721576705153036
DEPDC1,4.935126,1.4486163,1.1628486359268056e-05,0.00042977250327960465
,4.9299197,0.8018108,1.2059081930862193e-05,0.00044257485562707353
FAM111A,4.928301,0.64913946,1.1480862808383608e-05,0.0004266497854487065
NUCKS1,4.919252,0.8150317,1.1675092382582023e-05,0.0004311581540537141
MCM4,4.9157777,0.89862436,1.5088258245312364e-05,0.0005277914524368813
ATP5G1,4.9146066,1.19902,1.2275270396865787e-05,0.00044945475447728475
PLSCR1,4.9142013,1.2001855,1.7878206394728108e-05,0.000598136004183453
LIX1L,4.913108,1.3108158,1.229404638412088e-05,0.00044945475447728475
TGIF2,4.9102254,1.2970744,1.481709118008576e-05,0.0005196086971507169
PYHIN1,4.9100165,2.008358,1.1910219620076153e-05,0.00043844465660527305
SEC23B,4.903247,0.69192,1.9925742121059317e-05,0.0006532412214282419
UBA6,4.901151,0.8115112,1.3130596285440764e-05,0.00047345207200864803
APOBEC3D,4.898799,0.862709,1.621408810623064e-05,0.000554119303928453
SET,4.897682,0.5496908,1.2406756706870327e-05,0.0004521775343081006
EHF,4.892842,1.3416989,1.6985842484631426e-05,0.0005739637503003278
SPATA18,4.892468,0.94154674,1.4030781659350735e-05,0.0004968219969752284
HLA-DOA,4.8883033,1.344876,2.1505277884445447e-05,0.0006911346337496337
BANF1,4.8876233,0.61635596,1.5444215012473524e-05,0.0005364074579218279
CBR3,4.88599,1.2818835,1.7190253223334726e-05,0.0005796288732974311
APOL2,4.880805,0.92379695,1.5106457375586158e-05,0.0005277914524368813
SLC7A5,4.875439,1.1377176,1.622286841145935e-05,0.000554119303928453
MZT1,4.875109,0.8029501,1.5459115556936086e-05,0.0005364074579218279
SMARCAL1,4.8737807,0.287437,1.4963726979990869e-05,0.0005239741171298505
SH3BP4,4.8735976,0.73439115,1.3607611647914787e-05,0.00048700483826985135
TRIM31,4.8713303,1.608966,1.491013444075316e-05,0.0005224842444360813
RPL39L,4.8693566,0.89054704,2.609734632270377e-05,0.0008058662940523155
GNL2,4.86094,0.46404502,2.0218782361594958e-05,0.0006596482325379122
RRM2,4.852937,3.0928187,3.124060290833103e-05,0.0009336065709314062
,4.8526297,0.7765668,1.5493281759284526e-05,0.0005364074579218279
NXT1,4.852341,0.5682034,1.5948056602226304e-05,0.0005474860973024843
SHISA5,4.8523407,0.5677592,1.733176757132214e-05,0.0005839204039341558
HAUS7,4.850301,0.65671724,1.6055273273696977e-05,0.0005495852480164855
CD74,4.8486295,2.5706458,1.4582117800054237e-05,0.000512127874363152
NME4,4.848039,0.70734674,1.5265098132998022e-05,0.0005325560452638182
SNHG15,4.8428082,0.60503644,1.5494127813576882e-05,0.0005364074579218279
PITPNB,4.8385954,0.4622788,1.5500221848334046e-05,0.0005364074579218279
SSB,4.8354063,0.3908124,1.6320939051125335e-05,0.0005566652225606246
,4.8339496,0.6364147,1.54757253512327e-05,0.0005364074579218279
TRABD,4.8339195,0.93264914,1.55902921189902e-05,0.0005387362668174356
SAPCD2,4.8325057,1.217541,1.8386620867689807e-05,0.0006114160566408406
NUDT5,4.8312793,0.55861527,1.6368264389546904e-05,0.000557449543420712
GSDMB,4.828797,1.546611,1.6621534940654164e-05,0.0005640709852493017
TXN,4.8268404,1.4864088,1.6404957762331552e-05,0.0005579218812815375
FAM120A,4.826822,0.8995674,1.575283985172681e-05,0.0005431629700186881
CD7,4.822972,1.2749972,1.657258656508703e-05,0.0005628136056242441
CRLF3,4.822739,0.8259788,1.590906480377562e-05,0.000546955035372248
ATP2A2,4.8221297,0.61527556,1.5946018746117776e-05,0.0005474860973024843
HNRNPA2B1,4.8178067,1.3807343,1.833441698896929e-05,0.0006108072285191341
LRR1,4.8168283,0.44503608,1.637928563119178e-05,0.000557449543420712
NPM3,4.812619,0.78943837,1.7688571220587142e-05,0.0005937238371498042
CCDC34,4.8115444,0.7672349,1.6657969864946753e-05,0.0005649022081727857
CD8A,4.810675,3.1279933,3.900300478027137e-05,0.0011055213583824432
,4.7994823,,1.7696125528594583e-05,0.0005937238371498042
ROR1,4.7986116,0.8297632,1.839146529266105e-05,0.0006114160566408406
NFKB1,4.7935467,0.5659593,1.7514402011164445e-05,0.0005892985888635537
LGALS9,4.7927957,,2.3025400151077994e-05,0.0007305584204876234
NDC1,4.7890277,0.8272749,1.7982623223005353e-05,0.0006006367180743505
HNRNPD,4.7885547,1.1676149,1.862909855074921e-05,0.0006180131592849179
POLD2,4.7851014,0.96674806,1.8366604139019783e-05,0.0006114160566408406
CD52,4.7842836,1.2297796,2.2689421211115197e-05,0.0007223206253258592
ST6GAL1,4.7814765,1.2673504,2.8295195492263724e-05,0.0008591532818693967
,4.7809815,0.9876165,1.8520531434841096e-05,0.0006152744245702442
CMTM6,4.776174,0.53718996,2.7330751640745685e-05,0.0008346906829365759
CDC25C,4.7731533,1.0567542,1.8976798827592605e-05,0.0006277870084873589
KIAA0040,4.7702746,0.902187,2.0847589512125054e-05,0.000675504737705548
FNBP4,4.768705,0.85031766,1.918788202865656e-05,0.0006327290427104488
NAP1L1,4.767658,0.84750575,1.9954789076891703e-05,0.000653740447964346
BIRC5,4.7672963,1.795547,3.818673879746067e-05,0.0010889090128339191
,4.7669296,1.0483856,1.9132040510465932e-05,0.0006320387153831089
CDK4,4.7663426,0.57748246,2.100518946083334e-05,0.0006796802310695231
,4.7658167,2.4700885,5.348660922359115e-05,0.0014223108614617353
SLAMF6,4.7630267,0.92061114,2.37760479029216e-05,0.0007493494324740254
,4.7629013,0.8164534,2.2026629825883537e-05,0.0007050160873972074
SPG11,4.759788,0.4920752,2.070391212467558e-05,0.0006726922876937003
GNL3,4.757959,0.6575596,2.0115835624589617e-05,0.0006567424678346867
HELLS,4.7551622,1.3242462,2.2470422341455303e-05,0.0007164795834420311
ANXA6,4.751037,1.3102163,2.0481551180988342e-05,0.0006663829035206434
MTHFD1L,4.750304,0.86995363,2.3906078363361557e-05,0.0007519447135209741
HLA-C,4.7472215,0.8732978,2.2616647761860754e-05,0.0007204887243571358
POGLUT1,4.7466745,0.7151073,2.081772206249777e-05,0.0006754622617356529
ARHGAP9,4.74627,2.6034322,3.896222700746244e-05,0.001105027621727833
MLH1,4.7456493,0.30142185,2.1417012204542195e-05,0.0006892344192927059
SRGN,4.744945,1.1172701,3.263625906924509e-05,0.0009643494739467693
KLRC3,4.7444715,1.7990713,5.126846452822973e-05,0.0013788273174741123
BRCA1,4.742221,,2.146906781395271e-05,0.0006904399667400821
SEC23B,4.739876,0.71335506,2.8060828807187143e-05,0.000854230134093695
IFIT3,4.7378507,0.9132775,2.1166904547302644e-05,0.0006835677288575917
SUSD3,4.7376833,1.2848642,2.3373229150206746e-05,0.0007391158766101809
BYSL,4.7349277,1.0541744,2.1544949797856988e-05,0.0006919395384163072
RNF213,4.7331386,0.7879353,2.5894828719956895e-05,0.0008017059307951575
SLC37A1,4.7295313,0.74647653,2.4700117839364488e-05,0.0007717889528578704
CHST12,4.728134,0.9112396,2.176183142071463e-05,0.0006979572603523709
SOD2,4.726429,0.58759296,2.7807085540120038e-05,0.0008481430017062918
TICRR,4.7253747,2.641305,2.2100144994871156e-05,0.0007065819736237368
ERCC6L,4.725006,1.2435151,2.5915713929314987e-05,0.000801827782115176
LSM2,4.7248116,0.7546587,2.4294677502209877e-05,0.0007606276033071096
,4.7201476,1.4180981,2.492478220659581e-05,0.0007767567008217575
SEC11C,4.718895,0.7462278,2.2475652690468097e-05,0.0007164795834420311
ZNFX1,4.716924,0.5731169,2.36702802787282e-05,0.0007465132994305299
,4.713409,1.3338729,2.286500057852642e-05,0.000726931842989482
ADORA2A,4.7106676,0.98516434,3.568132089649095e-05,0.0010325146044380862
PDCD6,4.710633,0.48787138,2.5610203187886178e-05,0.0007965429863309215
MNS1,4.7078066,1.1183586,2.406071856747163e-05,0.000755302198587512
RAN,4.702567,0.832503,3.262476814675481e-05,0.0009643494739467693
CNOT10,4.6989183,0.48793036,2.47322974531409e-05,0.0007722843535417403
NHP2,4.6970625,0.9005029,2.6523573483367023e-05,0.0008151692857733958
SRGN,4.6945786,1.1149873,3.0002405085737054e-05,0.000902303736421464
NOP58,4.6936145,0.6758865,2.6348053177916436e-05,0.0008114891612550084
TMEM258,4.691897,0.87885815,2.977501683829631e-05,0.0008977480698338326
LPIN1,4.691077,0.97958845,2.4631078059292454e-05,0.0007701403897891263
CTSK,4.690791,1.1827638,3.7708777247306615e-05,0.0010798360322265945
CD5,4.6892014,,2.6526976950070947e-05,0.0008151692857733958
RCC2,4.6842484,0.7031728,3.942294055121512e-05,0.0011140866479428517
GLE1,4.6829934,0.4024979,2.6536468177881274e-05,0.0008151692857733958
TNFRSF9,4.682372,1.3542043,2.6121831247655506e-05,0.0008060961975426218
PCSK9,4.680198,2.962472,3.0768666108483436e-05,0.0009224165320621203
SMARCC1,4.679521,0.5061867,2.5579161353424843e-05,0.0007961009119384666
RAPGEF6,4.6764264,0.3693371,2.5820088463280236e-05,0.0008017059307951575
PYHIN1,4.6709466,,4.171669139346007e-05,0.0011677464613907783
NT5C3A,4.6695485,0.60252315,2.6896969053774902e-05,0.0008241029242402391
GYPC,4.6656,1.7661096,2.9713687586136334e-05,0.0008964702924983109
,4.66507,1.0361499,2.966438909954363e-05,0.0008955540875125146
PUS7,4.664206,0.6586638,2.698575501688764e-05,0.0008257536303906233
GSDMD,4.6631565,0.7702612,3.190431068876997e-05,0.0009490603798097047
PIK3CD,4.6619515,0.7665818,3.1618787644924354e-05,0.0009413404575949883
CNNM4,4.6585107,0.96027803,3.2183150891967656e-05,0.000953940049653079
NOP2,4.657509,1.3011513,3.091984611790124e-05,0.0009263617227989575
VCL,4.6552815,0.84897006,2.8259495591692588e-05,0.000858620396889018
HELZ2,4.6544557,0.77128154,2.933800623073584e-05,0.0008873996552157419
FAR2,4.6510987,0.46973208,2.8135435101531485e-05,0.0008559505005454341
SSPN,4.65082,1.0222601,2.9845352973501254e-05,0.0008987231783051712
,4.65044,0.74415076,3.879780886861958e-05,0.0011030095818195832
APH1B,4.6494226,1.1813631,3.237380406618217e-05,0.0009577908373726579
LIPG,4.6479554,0.97637343,2.8357612177015145e-05,0.0008604961893893878
SLC38A1,4.6479096,0.9620503,2.861576539506136e-05,0.0008661074942701009
MYC,4.64078,0.997861,3.152735078870091e-05,0.000940986992909195
,4.6391635,1.0953707,4.7366947435468804e-05,0.0013005154859719807
BMS1,4.639085,0.49779618,4.7440389037740194e-05,0.0013017763829514938
UBE2I,4.6379833,0.65633756,3.342737428857708e-05,0.0009854472703281787
PRKDC,4.636117,2.3301742,3.622578868409115e-05,0.0010462352779476802
ALPK1,4.636095,0.5137612,2.9599517169596626e-05,0.0008941662571788682
CX3CL1,4.6357675,2.2953546,8.446555223766492e-05,0.002038679530462865
REXO2,4.634859,0.38253728,3.0056666613719057e-05,0.0009031410244781964
PTMA,4.632741,0.7234435,2.9813934736144407e-05,0.0008983489239253396
HNRNPR,4.6298237,0.6521203,3.0101062549687098e-05,0.0009031410244781964
EVI2B,4.624752,1.1053773,4.707773216822774e-05,0.0012948292300478778
,4.6228876,0.97558975,3.2076179623193966e-05,0.0009519622518409265
DSCC1,4.621537,0.6266617,3.094540849831176e-05,0.0009265407847023002
MMP12,4.6192627,,9.526628176962889e-05,0.002233281462673852
CRSP8P,4.6187744,0.5185004,3.4268308569721984e-05,0.0010013161664656194
NR2C1,4.616895,0.97669685,3.3462568918505824e-05,0.0009856872651480416
RPN1,4.6151476,1.1429878,3.479141892787163e-05,0.0010140959058661883
TAPBP,4.6132994,0.83339083,3.4178618230611714e-05,0.000999930669533425
,4.6099834,0.48309088,3.5720942653139496e-05,0.0010329160355086004
MZB1,4.6097507,1.2290739,4.119293474493621e-05,0.0011565069222425502
PNOC,4.6079035,2.7983747,5.69807487728265e-05,0.0014900985529000016
PRMT5,4.6067424,0.5737881,3.501098794510367e-05,0.0010186130422626194
CCR6,4.6050153,0.88611424,3.798708337926873e-05,0.0010864902983210797
HNRNPC,4.6049504,0.45401385,3.3589980686097637e-05,0.00098727584709878
RCC1,4.6014113,0.7514491,3.564180168631185e-05,0.0010325146044380862
SKAP1,4.599944,3.8061748,3.36112542612639e-05,0.00098727584709878
LYN,4.593314,1.0635204,3.401377486040076e-05,0.000996340338898439
GNE,4.592365,0.5121485,3.4885316628243314e-05,0.001016206695647972
RUVBL1,4.5913324,1.287012,3.654020339676568e-05,0.0010533865948146215
REG3A,4.5870333,9.128622,3.690253222673502e-05,0.0010599563400425947
TIPIN,4.5862665,,3.518326008820161e-05,0.0010223676197742958
PAFAH1B3,4.585594,0.644987,3.807400515851564e-05,0.0010868956240295666
SLC7A6,4.5843935,,3.6876351810484306e-05,0.0010598824299559917
OAS3,4.5827,,4.230187295529553e-05,0.0011773579077776408
CELSR3,4.5818067,1.7210265,3.7346854085722005e-05,0.0010718052059631596
CYBA,4.5814567,1.0131229,4.4071465946136735e-05,0.0012228087035272084
RUVBL1,4.580323,0.8992035,3.6863471066985105e-05,0.0010598824299559917
PTPRO,4.576828,,0.00010032523048623355,0.002323096269511625
LRP3,4.57538,0.9419273,4.999057779820854e-05,0.0013536315563715715
P2RY10,4.573424,,4.13811127687021e-05,0.0011604127455536399
C2orf82,4.5672297,0.7467355,3.853357824811186e-05,0.0010968158761633141
GSAP,4.564385,1.1671426,3.750747711097561e-05,0.0010753734664781353
,4.5635843,,3.8093156290633975e-05,0.0010868956240295666
CCND2,4.5618715,1.435741,3.821374203471093e-05,0.0010890225870096805
CCND1,4.5597706,1.2590284,4.6637232020155056e-05,0.001284954883621127
,4.5587373,0.7332133,5.2942637345741026e-05,0.0014089919246019053
,4.5587125,1.2006177,3.801732155155412e-05,0.0010866981454014325
PTPN4,4.558461,0.442598,4.073447397190023e-05,0.0011477223110117236
ARHGAP4,4.557771,0.86365074,4.1231869864576e-05,0.0011569134446521331
PIM2,4.5576015,1.6470419,8.754832584111095e-05,0.002091741742709816
CDK5RAP2,4.5541906,1.0215983,5.025131182168696e-05,0.001356097437734481
RMI2,4.553295,1.1674868,6.0574517145515606e-05,0.0015590852462475009
,4.5526824,0.2692497,3.939900330713803e-05,0.0011140866479428517
,4.5505342,0.7699917,3.917313984742196e-05,0.001109678878300593
KIR2DL1,4.549803,1.555464,6.472680267986943e-05,0.0016436021762622562
BRIX1,4.5431833,0.5066503,4.077048590795037e-05,0.0011480532005044095
NLRC5,4.542315,3.6442103,4.063426359235951e-05,0.0011462642264542346
HENMT1,4.5378237,0.4035125,4.103128642505649e-05,0.0011533375323292616
CCDC134,4.5363693,,5.484533869765707e-05,0.0014502897919340765
HDAC2,4.535796,0.41172087,4.0973717578363824e-05,0.0011524040769795823
BUB3,4.535617,0.47786367,4.226008643329857e-05,0.0011773579077776408
TSEN15,4.5354214,0.46054205,4.19457430504058e-05,0.0011712761309324617
,4.535004,0.8181542,4.1557446769276484e-05,0.0011646671411813761
SNHG15,4.5297713,0.62227345,4.17813277858616e-05,0.001168173329530588
IGFBP5,4.5295024,2.0812228,9.708021804550252e-05,0.0022679377160881916
ERI1,4.5250754,0.5360336,4.247762301133401e-05,0.0011813573849483706
SHMT2,4.5227346,0.5371446,4.6989687676910255e-05,0.0012931594851259996
ASCC3,4.5206337,0.53956467,4.533150785071811e-05,0.0012540921882420594
GAR1,4.5199137,0.4824773,4.60572851651164e-05,0.0012704608375050568
TMEM97,4.5182924,1.1465317,5.6788230346852756e-05,0.00148670769951221
CWC27,4.5180516,0.38666624,4.605746160866621e-05,0.0012704608375050568
NOL6,4.517865,0.41963714,4.68131051599236e-05,0.0012890498054717728
GMFG,4.5119348,0.82328004,5.0428150442497915e-05,0.0013593188108166662
DBNDD2,4.5116787,1.1309975,5.645323596789425e-05,0.0014803953624906727
CD69,4.510998,1.1387335,5.134800649573158e-05,0.0013801818995986216
SMAP2,4.509045,0.694725,4.5633526591397124e-05,0.0012617096682987865
PDCD2L,4.5084047,0.9136869,4.5838885066458684e-05,0.0012666472756068697
EIF4A1,4.5081367,0.51735955,5.7227700383861875e-05,0.0014935426062540223
MIS12,4.5026817,0.43755952,4.635386099221656e-05,0.0012778916678081518
SMOC2,4.501913,2.087759,8.919336627882305e-05,0.0021214030058080854
,4.499641,0.5317639,5.5878264983216456e-05,0.0014686189758050016
ALOX5AP,4.4989014,0.87924284,5.518541909723037e-05,0.0014560271172519115
RBL1,4.4963384,,4.731419591600216e-05,0.001299821525086129
HSPA4,4.4944997,0.982411,4.937711368890028e-05,0.0013420080331845504
TRAT1,4.493422,1.5080197,5.481582328616906e-05,0.0014502897919340765
BCL2L12,4.4930987,0.63697857,5.207510500575166e-05,0.0013954794076871076
TIA1,4.4922433,0.65916014,4.77691983705657e-05,0.0013096596403697031
WDR4,4.4894104,0.7992338,6.0523588841746755e-05,0.0015590852462475009
TFDP1,4.48864,0.5902472,4.780171808320884e-05,0.0013096596403697031
,4.4870424,1.2693919,4.9047095644041196e-05,0.0013388753338907425
BRCA1,4.4866357,0.9224132,4.876371695170193e-05,0.0013326777341618507
CBFB,4.4859486,0.6165041,4.955224620606579e-05,0.0013446247284098502
CKAP2,4.4849114,0.7278635,6.561588498012948e-05,0.001662608822043377
HIST1H4D,4.482547,0.9505917,5.085869914610604e-05,0.0013696216627265315
SOD1,4.481768,1.756872,5.9887401846298314e-05,0.0015458751838394826
,4.479548,1.388839,4.94781924396251e-05,0.0013436652409536994
DBI,4.479514,1.3390852,5.169999935133159e-05,0.0013872784284250953
ITGB2,4.477186,1.2810748,8.011015087073282e-05,0.001958537936559048
PSMC1,4.476894,0.75945956,5.295596089251458e-05,0.0014089919246019053
CDK2AP2,4.475939,0.86272967,4.994795343016806e-05,0.0013533149100349144
DKK4,4.4759183,1.4255012,6.124667602351988e-05,0.0015738166771562493
DDX60,4.4740596,1.2774218,5.442300690850784e-05,0.0014439647716325186
C16orf59,4.4738164,,5.548857423367327e-05,0.0014615801677463148
GOT1,4.4734054,0.562954,5.7786268261950636e-05,0.0015012053776321246
MAP3K8,4.471368,1.5371519,6.396130251903702e-05,0.001626917330904259
,4.469517,2.206699,5.229095927284381e-05,0.0013975866724974138
C1QBP,4.468441,0.7869823,6.489319673962344e-05,0.0016469433788419347
PLEK,4.467182,1.1940897,7.125441747267938e-05,0.0017863448475781895
GMDS,4.4659,1.7705741,5.188680312026134e-05,0.001391501697964968
NSUN2,4.4652624,0.4407164,6.379452852427379e-05,0.001626917330904259
GPR132,4.463991,-2.8346255,5.214974390038667e-05,0.0013954794076871076
XPO1,4.463194,0.6326316,5.964283094316482e-05,0.001542893602506596
TTLL6,4.46315,0.9274118,5.2133817606544754e-05,0.0013954794076871076
,4.4585185,1.2844453,5.2885613832655806e-05,0.001408704804944509
RILPL2,4.453895,1.1320388,5.71273364905397e-05,0.0014931065786508075
FAM111A,4.452874,0.52846134,5.722128423046565e-05,0.0014935426062540223
MYO5A,4.4523435,5.0374866,5.467465337194164e-05,0.0014482048303843466
PGM3,4.451135,0.6155423,8.952194919066635e-05,0.0021270792819502024
PRIM1,4.450372,0.6779405,5.5686756101100826e-05,0.0014651687268491527
CD40,4.447972,1.0434363,5.733617564691732e-05,0.0014952604527721707
BCL2L12,4.446662,0.6408725,5.777179402450718e-05,0.0015012053776321246
RTTN,4.445469,0.4807408,5.5182703597589636e-05,0.0014560271172519115
TMEM171,4.444117,0.6295106,5.828002075308942e-05,0.0015132013950419326
XBP1,4.4433603,1.3075246,5.591105710895395e-05,0.0014686198659929397
USP18,4.4414973,1.1928632,5.587997878641645e-05,0.0014686189758050016
RAB27A,4.4412093,0.96381694,8.259741532392191e-05,0.002000735241540591
PRKCB,4.440062,0.8361427,5.6902823209064316e-05,0.0014888837707694722
EXOSC7,4.434652,0.35610572,7.599658340872661e-05,0.0018783392028177733
LYSMD2,4.4333844,0.60311997,5.768394082022884e-05,0.0015010199056009713
POLR3G,4.4318004,1.2137792,6.07461282732954e-05,0.0015618027664265138
HSP90AA1,4.4289827,1.3464001,5.9077247483300465e-05,0.001530540715603776
IFIT5,4.427729,0.7443213,5.857932243176456e-05,0.001519304828004104
NCOA7,4.424137,0.85673815,5.9684513763017535e-05,0.001542893602506596
ITGB2,4.4239984,1.3153397,9.783145488014091e-05,0.0022809820778781796
LAIR2,4.423031,3.84588,0.0001611960869349897,0.003402812710679856
,4.4216886,0.69178087,6.0321992564373974e-05,0.0015551239794238908
HLA-DMB,4.420827,2.616912,5.986297237141801e-05,0.0015458751838394826
DDX39B,4.420781,0.6006499,0.0001058349922853516,0.0024280969835320703
CCR9,4.4192085,4.087545,5.989788428726767e-05,0.0015458751838394826
PTCD2,4.4189873,1.8872081,6.0742796237872276e-05,0.0015618027664265138
CDCA4,4.4165564,0.62074023,7.046223097816005e-05,0.001771177875071104
SLC12A2,4.4145827,1.1494379,7.754946091289624e-05,0.0019050083169284357
CELF2,4.4118333,,6.55566616164185e-05,0.0016619983875069185
IQGAP1,4.411713,0.54229724,6.272873088825644e-05,0.0016066638181541674
PYHIN1,4.4105034,0.8615333,6.226102152951024e-05,0.001599013108304311
UPF3B,4.409617,0.51855487,7.486948816594166e-05,0.0018574657118991026
,4.408246,0.8774972,6.255421067818623e-05,0.0016039306474541766
RPUSD2,4.4068036,0.51989967,6.353290248734693e-05,0.0016224024553992027
EIF4A1,4.405363,1.1932111,6.421262376342881e-05,0.001632298007725162
SLC9A7,4.404711,1.6086626,7.2949165622094e-05,0.0018201509378082284
TCIRG1,4.4042196,0.56886905,7.472452000523795e-05,0.0018556393007284995
PLEKHO2,4.401397,1.2924501,6.82816342050175e-05,0.0017209372772172419
,4.4012985,1.1005607,7.584280874047906e-05,0.001876268033143575
LIG1,4.4008217,0.6815808,6.384264882535179e-05,0.001626917330904259
MGME1,4.4003515,0.3477476,6.380984483013623e-05,0.001626917330904259
,4.399123,1.2802901,0.00011909247138528668,0.002668833511996095
PRAMEF4,4.3939276,1.232761,7.183729600007216e-05,0.0017979497707776148
TBC1D19,4.3904524,0.7965152,6.6194609220348e-05,0.0016763749348966824
KIR2DL5A,4.3903093,1.5038924,8.158099191014174e-05,0.001982938447035201
ZAP70,4.387713,,6.738087506296161e-05,0.0017011620134334854
CD47,4.3865848,1.2346599,7.28264826511191e-05,0.0018188958964725085
SNRPB2,4.385103,0.3331369,7.286041650951029e-05,0.0018188958964725085
,4.3822503,0.6599657,7.071230763197607e-05,0.0017765199878629274
SPC25,4.381129,1.1587534,7.097601351949103e-05,0.0017803087335983895
NHP2,4.379887,0.7091666,9.11346787633783e-05,0.0021536204578591067
CDC25A,4.378996,0.9029126,7.742025175125221e-05,0.001904586505250384
,4.3755045,0.47611803,7.391023208993917e-05,0.0018403640651713461
PFN1,4.375376,1.3008553,6.916559073746611e-05,0.001741360617891064
YBX3,4.374249,0.5033846,7.607869583664221e-05,0.001878421118968702
THOC1,4.3732495,0.39818838,8.266712204502617e-05,0.0020013989470747456
,4.3720646,0.7252497,7.354970120383306e-05,0.001833201114251702
SHFM1,4.371309,0.4775359,7.002937530644735e-05,0.0017612332044774615
CXorf38,4.3712454,0.6143857,8.845082146562966e-05,0.0021048003073815607
PTPRCAP,4.3665795,1.2745141,8.076803509660211e-05,0.0019709121844649316
SUPT16H,4.3662047,0.5224695,7.209829726926167e-05,0.0018017718694754155
ITPRIP,4.3658566,0.5464847,7.186934315303168e-05,0.0017979497707776148
NDUFA9,4.365546,0.491995,7.133654871096452e-05,0.0017874566259902533
FBXO9,4.3628893,2.4717185,8.384130785421403e-05,0.0020246456103416555
HNRNPM,4.3624563,1.2806529,7.195543740163235e-05,0.0017991521549466287
,4.3613973,1.4817716,0.00010231660423623056,0.0023611178520016388
CAD,4.355078,0.901865,7.914157421907717e-05,0.001939870700301494
MMAA,4.3544383,0.36474475,7.631590002076468e-05,0.0018823129730356175
NSMAF,4.3491716,0.35135025,7.603567280520929e-05,0.0018783392028177733
HMGB3,4.3466,0.893427,9.08306542737878e-05,0.0021495376496898848
TXN,4.3462276,1.4601473,7.732328722678273e-05,0.0019041815454645553
,4.3435736,0.8511748,8.112497902439926e-05,0.0019761994761623354
TXNIP,4.3410687,1.5889785,7.737406102433007e-05,0.001904440533235163
,4.3369455,0.86301666,7.87268429984327e-05,0.0019317068266218131
EXOSC10,4.3367877,0.31654444,7.820636985075568e-05,0.0019199318829941354
STAMBPL1,4.336586,0.6368454,8.30197753866692e-05,0.0020089087029243786
RTN4IP1,4.3324614,0.56682354,8.345820012322723e-05,0.0020174537931678645
HLA-G,4.3318853,0.90307033,8.048488083241503e-05,0.0019666829842660423
BTG3,4.3318706,0.61726105,9.007864584797348e-05,0.0021373405349087537
NUP188,4.331528,0.7792472,9.070045473721069e-05,0.002147530736863477
RANBP1,4.329554,0.78809774,9.811326818333279e-05,0.0022864258019452827
LGALS9C,4.326966,0.6881358,8.61208570940331e-05,0.0020638902667413496
KDM1A,4.326451,0.4777289,8.815360767930809e-05,0.002100437901355338
GZMH,4.323976,2.4469275,0.00014552277508062512,0.0031263605452947923
ST8SIA1,4.322268,,8.457255856119974e-05,0.0020402213298596
MSRB1,4.3210783,0.70106,8.567435977039751e-05,0.0020594496634442046
WDR77,4.321021,0.44201273,8.231469106558193e-05,0.0019949083454095717
MAGED1,4.3189173,0.7788735,8.807235492322275e-05,0.002100437901355338
EOMES,4.3174396,2.3886256,0.00012198274203306337,0.0027130407039765536
STAT3,4.3173323,0.8425303,9.911865726444402e-05,0.0023007881841065033
OAS1,4.315538,0.8209975,8.474968247887535e-05,0.00204241122212336
,4.3108444,1.7402626,0.00012743004512990818,0.0028064865665551986
POLB,4.309988,0.4262377,8.572972215697093e-05,0.0020597338578363755
HYOU1,4.30982,0.80287355,8.69877161422571e-05,0.0020793976187679416
PSMB6,4.3074913,0.9127102,8.590619709240696e-05,0.0020628533488141047
CAP1,4.306116,1.4903404,8.807716879356518e-05,0.002100437901355338
TRIM40,4.3033648,1.8985986,0.00010125666177471964,0.002340082510296366
,4.301302,2.7250037,0.00011151137972550524,0.0025333323535991757
RASAL3,4.3012686,0.9497961,9.539576384017617e-05,0.0022352092124750937
,4.3011866,1.905936,0.00012090642240289605,0.002694168687995197
RBBP7,4.30112,0.38831204,9.28418514158958e-05,0.002188176132920545
CCNF,4.3010283,1.139798,0.00010440804633099722,0.002403518952691234
THADA,4.2995095,0.6115245,8.817869812272393e-05,0.002100437901355338
AGR2,4.2991843,4.0343456,0.00012148162103615073,0.0027044381394622035
NHP2,4.2975426,0.79907674,9.405738875850497e-05,0.002209003357236159
CASP2,4.295697,0.5294418,9.399637609369954e-05,0.002209003357236159
POU2AF1,4.294145,1.8906776,0.00014973823299559304,0.0032038293027238894
RGS1,4.293382,1.3417621,0.00010738610177028097,0.0024517926237677032
